year,day,hour_min,temp_act1,temp1_q,pave_cond,pave_cond_q,wind_spd_act,wind_dir_act
2017,31,1800,-3.336,500.0,137.0,500.0,5.151,0.192
2017,31,1900,-4.016,500.0,137.0,500.0,7.691,26.18
2017,31,2000,-4.959,500.0,137.0,500.0,2.681,73.09
2017,31,2100,-5.517,500.0,137.0,500.0,3.175,45.94
2017,31,2200,-5.857,500.0,137.0,500.0,5.363,75.1
2017,31,2300,-5.706,500.0,137.0,500.0,6.703,95.6
2017,32,0,-6.637,500.0,137.0,500.0,4.798,337.9
2017,32,100,-7.045,500.0,137.0,500.0,2.964,333.4
2017,32,200,-6.898,500.0,137.0,500.0,1.976,17.53
2017,32,300,-6.543,500.0,137.0,500.0,3.951,90.1
2017,32,400,-6.646,500.0,137.0,500.0,0.917,283.2
2017,32,500,-7.501,500.0,137.0,500.0,2.258,308.7
2017,32,600,-7.539,500.0,137.0,500.0,8.75,339.5
2017,32,700,-7.057,500.0,137.0,500.0,3.458,53.74
2017,32,800,-6.402,500.0,137.0,500.0,7.409,265.5
2017,32,900,-5.253,500.0,127.0,500.0,8.96,69.28
2017,32,1000,-2.933,500.0,137.0,500.0,3.105,347.4
2017,32,1100,-1.408,500.0,138.0,500.0,17.99,58.31
2017,32,1200,-0.862,500.0,33.0,500.0,9.24,48.99
2017,32,1300,-0.036,500.0,33.0,500.0,20.25,114.6
2017,32,1400,0.186,500.0,33.0,500.0,6.633,207.8
2017,32,1500,0.659,500.0,33.0,500.0,4.798,58.75
2017,32,1600,-0.251,500.0,33.0,500.0,1.764,21.19
2017,32,1700,-1.378,500.0,137.0,500.0,2.399,17.53
2017,32,1800,-2.484,500.0,137.0,500.0,3.387,29.7
2017,32,1900,-3.529,500.0,137.0,500.0,2.329,6.814
2017,32,2000,-4.144,500.0,137.0,500.0,5.574,340.8
2017,32,2100,-5.259,500.0,137.0,500.0,4.657,328.2
2017,32,2200,-5.562,500.0,137.0,500.0,2.893,302.8
2017,32,2300,-5.886,500.0,137.0,500.0,2.329,6.673
2017,33,0,-6.338,500.0,137.0,500.0,2.893,350.4
2017,33,100,-6.524,500.0,137.0,500.0,8.61,7.898
2017,33,200,-5.917,500.0,137.0,500.0,6.351,11.81
2017,33,300,-6.071,500.0,137.0,500.0,4.163,343.8
2017,33,400,-6.22,500.0,137.0,500.0,4.093,312.8
2017,33,500,-6.528,500.0,137.0,500.0,5.433,354.3
2017,33,600,-6.912,500.0,137.0,500.0,8.4,7.251
2017,33,700,-7.048,500.0,137.0,500.0,16.44,21.37
2017,33,800,-7.273,500.0,137.0,500.0,4.869,328.9
2017,33,900,-6.07,500.0,127.0,500.0,7.691,34.62
2017,33,1000,-4.614,500.0,137.0,500.0,11.36,44.47
2017,33,1100,-3.034,500.0,137.0,500.0,7.056,45.21
2017,33,1200,-2.339,500.0,33.0,500.0,2.611,178.8
2017,33,1300,-1.751,500.0,33.0,500.0,3.881,34.56
2017,33,1400,-1.029,500.0,33.0,500.0,17.85,11.19
2017,33,1500,-1.257,500.0,33.0,500.0,5.01,18.24
2017,33,1600,-1.857,500.0,38.0,500.0,8.75,314.2
2017,33,1700,-2.717,500.0,137.0,500.0,5.998,9.64
2017,33,1800,-3.813,500.0,127.0,500.0,7.338,8.01
2017,33,1900,-4.522,500.0,137.0,500.0,3.74,5.999
2017,33,2000,-5.759,500.0,137.0,500.0,7.409,331.1
2017,33,2100,-6.128,500.0,137.0,500.0,5.715,94.1
2017,33,2200,-6.233,500.0,137.0,500.0,8.68,52.45
2017,33,2300,-6.539,500.0,137.0,500.0,13.41,11.26
2017,34,0,-6.55,500.0,127.0,500.0,6.139,310.2
2017,34,100,-7.031,500.0,137.0,500.0,9.31,352.0
2017,34,200,-7.267,500.0,137.0,500.0,9.88,17.31
2017,34,300,-7.379,500.0,127.0,500.0,7.903,4.658
2017,34,400,-7.503,500.0,127.0,500.0,3.951,334.0
2017,34,500,-7.656,500.0,127.0,500.0,8.54,49.73
2017,34,600,-7.667,500.0,127.0,500.0,2.117,32.65
2017,34,700,-7.331,500.0,127.0,500.0,5.01,11.69
2017,34,800,-7.199,500.0,127.0,500.0,4.022,19.49
2017,34,900,-7.893,500.0,138.0,-100.0,4.163,75.51
2017,34,1000,-8.14,500.0,28.0,500.0,7.338,327.9
2017,34,1100,-7.803,500.0,127.0,500.0,10.37,352.8
2017,34,1200,-7.474,500.0,127.0,500.0,2.47,284.9
2017,34,1300,-7.02,500.0,127.0,500.0,10.65,92.0
2017,34,1400,-6.442,500.0,127.0,500.0,8.04,38.88
2017,34,1500,-6.125,500.0,127.0,500.0,12.7,37.58
2017,34,1600,-5.938,500.0,127.0,500.0,8.82,37.99
2017,34,1700,-6.217,500.0,28.0,-100.0,3.175,6.575
2017,34,1800,-6.334,500.0,28.0,500.0,7.55,92.8
2017,34,1900,-6.159,500.0,28.0,500.0,20.96,6.409
2017,34,2000,-6.11,500.0,28.0,500.0,9.74,9.36
2017,34,2100,-6.047,500.0,28.0,500.0,15.59,29.07
2017,34,2200,-5.728,500.0,28.0,500.0,13.12,95.5
2017,34,2300,-5.718,500.0,28.0,500.0,4.939,92.4
2017,35,0,-6.043,500.0,127.0,500.0,6.986,34.37
2017,35,100,-6.108,500.0,127.0,500.0,10.23,47.67
2017,35,200,-6.16,500.0,127.0,500.0,18.13,81.2
2017,35,300,-6.426,500.0,127.0,500.0,6.562,37.37
2017,35,400,-6.496,500.0,127.0,500.0,13.19,45.89
2017,35,500,-6.5,500.0,127.0,500.0,18.42,36.08
2017,35,600,-6.449,500.0,127.0,500.0,6.139,18.84
2017,35,700,-6.474,500.0,127.0,500.0,8.75,129.1
2017,35,800,-6.497,500.0,127.0,500.0,4.375,77.02
2017,35,900,-6.383,500.0,127.0,500.0,16.09,13.61
2017,35,1000,-6.065,500.0,127.0,500.0,3.951,332.2
2017,35,1100,-5.514,500.0,127.0,500.0,15.17,40.34
2017,35,1200,-5.623,500.0,127.0,500.0,7.268,36.62
2017,35,1300,-5.021,500.0,127.0,500.0,13.83,47.27
2017,35,1400,-4.706,500.0,28.0,500.0,5.998,3.79
2017,35,1500,-4.802,500.0,24.0,500.0,13.48,60.73
2017,35,1600,-4.946,500.0,24.0,500.0,6.139,108.0
2017,35,1700,-5.407,500.0,24.0,500.0,6.915,36.86
2017,35,1800,-5.764,500.0,28.0,500.0,3.669,320.0
2017,35,1900,-5.883,500.0,127.0,500.0,10.8,15.43
2017,35,2000,-5.833,500.0,127.0,500.0,9.53,13.85
2017,35,2100,-5.99,500.0,127.0,500.0,6.351,0.192
2017,35,2200,-6.07,500.0,127.0,500.0,4.869,92.0
2017,35,2300,-6.162,500.0,127.0,500.0,1.2,77.14
2017,36,0,-6.208,500.0,127.0,500.0,12.91,46.2
2017,36,100,-6.401,500.0,127.0,500.0,3.951,65.12
2017,36,200,-6.699,500.0,127.0,500.0,7.621,2.232
2017,36,300,-6.884,500.0,127.0,500.0,8.61,83.5
2017,36,400,-7.026,500.0,127.0,500.0,5.574,44.48
2017,36,500,-7.174,500.0,127.0,500.0,2.752,179.7
2017,36,600,-7.359,500.0,127.0,500.0,3.669,24.67
2017,36,700,-7.465,500.0,127.0,500.0,9.24,51.92
2017,36,800,-7.706,500.0,127.0,500.0,1.764,139.5
2017,36,900,-7.385,500.0,128.0,500.0,3.458,324.6
2017,36,1000,-7.027,500.0,28.0,500.0,0.0,102.9
2017,36,1100,-5.773,500.0,34.0,500.0,2.329,336.8
2017,36,1200,-6.212,500.0,24.0,500.0,3.74,153.5
2017,36,1300,-6.01,500.0,24.0,500.0,9.1,108.2
2017,36,1400,-5.961,500.0,24.0,500.0,8.4,42.19
2017,36,1500,-5.826,500.0,28.0,500.0,7.691,42.12
2017,36,1600,-6.306,500.0,28.0,500.0,11.36,10.75
2017,36,1700,-6.842,500.0,137.0,500.0,9.67,34.32
2017,36,1800,-7.288,500.0,137.0,500.0,5.222,352.6
2017,36,1900,-7.753,500.0,137.0,500.0,4.798,22.03
2017,36,2000,-7.788,500.0,137.0,500.0,4.304,43.93
2017,36,2100,-7.978,500.0,127.0,500.0,11.64,15.7
2017,36,2200,-7.491,500.0,127.0,500.0,7.127,113.8
2017,36,2300,-7.365,500.0,127.0,500.0,5.01,26.24
2017,37,0,-7.455,500.0,127.0,500.0,7.197,53.21
2017,37,100,-7.397,500.0,127.0,500.0,20.04,23.93
2017,37,200,-7.646,500.0,127.0,500.0,7.409,19.63
2017,37,300,-7.865,500.0,127.0,500.0,9.88,45.34
2017,37,400,-7.933,500.0,127.0,500.0,1.129,92.8
2017,37,500,-8.11,500.0,127.0,500.0,5.645,19.69
2017,37,600,-8.48,500.0,128.0,500.0,10.3,28.31
2017,37,700,-8.68,500.0,28.0,500.0,8.47,53.45
2017,37,800,-8.7,500.0,28.0,500.0,6.28,63.8
2017,37,900,-8.29,500.0,28.0,500.0,5.08,118.7
2017,37,1000,-7.75,500.0,28.0,500.0,4.728,62.17
2017,37,1100,-6.709,500.0,38.0,500.0,10.58,71.61
2017,37,1200,-6.632,500.0,127.0,500.0,7.691,58.61
2017,37,1300,-5.836,500.0,127.0,500.0,6.703,23.44
2017,37,1400,-5.672,500.0,127.0,500.0,0.776,339.1
2017,37,1500,-5.904,500.0,127.0,500.0,7.973,63.64
2017,37,1600,-6.253,500.0,137.0,500.0,18.84,65.84
2017,37,1700,-6.806,500.0,137.0,500.0,13.69,64.45
2017,37,1800,-7.026,500.0,127.0,500.0,10.58,47.53
2017,37,1900,-7.465,500.0,128.0,500.0,11.57,66.08
2017,37,2000,-7.588,500.0,28.0,500.0,10.3,77.48
2017,37,2100,-7.412,500.0,28.0,500.0,8.47,31.83
2017,37,2200,-7.466,500.0,28.0,500.0,9.38,35.26
2017,37,2300,-7.779,500.0,28.0,500.0,3.599,348.0
2017,38,0,-7.873,500.0,28.0,500.0,6.068,45.85
2017,38,100,-8.22,500.0,28.0,500.0,2.399,300.8
2017,38,200,-8.42,500.0,28.0,500.0,2.611,342.2
2017,38,300,-8.66,500.0,127.0,500.0,8.89,353.6
2017,38,400,-8.96,500.0,127.0,500.0,4.093,20.03
2017,38,500,-9.18,500.0,127.0,500.0,12.35,76.74
2017,38,600,-9.42,500.0,127.0,500.0,19.76,23.75
2017,38,700,-9.57,500.0,127.0,500.0,11.5,14.98
2017,38,800,-9.88,500.0,137.0,500.0,14.32,68.08
2017,38,900,-8.85,500.0,127.0,500.0,5.222,61.12
2017,38,1000,-7.579,500.0,137.0,500.0,8.33,343.2
2017,38,1100,-6.629,500.0,137.0,500.0,21.87,95.3
2017,38,1200,-6.155,500.0,133.0,500.0,17.71,33.64
2017,38,1300,-5.393,500.0,33.0,500.0,17.71,36.46
2017,38,1400,-5.298,500.0,33.0,500.0,10.73,70.49
2017,38,1500,-5.354,500.0,33.0,500.0,5.857,143.5
2017,38,1600,-5.6,500.0,137.0,500.0,14.25,91.9
2017,38,1700,-6.488,500.0,137.0,500.0,18.49,22.18
2017,38,1800,-7.755,500.0,137.0,500.0,17.99,20.69
2017,38,1900,-8.56,500.0,137.0,500.0,4.022,323.6
2017,38,2000,-9.17,500.0,137.0,500.0,1.976,6.699
2017,38,2100,-9.93,500.0,137.0,500.0,4.728,6.845
2017,38,2200,-10.43,500.0,137.0,500.0,3.881,329.9
2017,38,2300,-10.55,500.0,137.0,500.0,10.02,28.32
2017,39,0,-11.0,500.0,137.0,500.0,6.562,15.32
2017,39,100,-10.49,500.0,127.0,500.0,7.409,350.6
2017,39,200,-10.2,500.0,127.0,500.0,6.562,354.2
2017,39,300,-10.29,500.0,127.0,500.0,5.645,26.16
2017,39,400,-10.88,500.0,137.0,500.0,3.81,1.561
2017,39,500,-11.38,500.0,137.0,500.0,5.645,0.6
2017,39,600,-11.55,500.0,137.0,500.0,11.71,5.621
2017,39,700,-11.64,500.0,237.0,500.0,6.351,350.2
2017,39,800,-11.39,500.0,127.0,500.0,3.175,74.03
2017,39,900,-10.71,500.0,137.0,500.0,10.87,28.03
2017,39,1000,-9.52,500.0,137.0,500.0,9.03,11.89
2017,39,1100,-8.29,500.0,137.0,500.0,12.56,26.45
2017,39,1200,-7.724,500.0,127.0,500.0,10.58,67.47
2017,39,1300,-7.628,500.0,127.0,500.0,11.57,75.66
2017,39,1400,-7.469,500.0,127.0,500.0,4.798,19.61
2017,39,1500,-7.416,500.0,127.0,500.0,9.46,338.8
2017,39,1600,-7.768,500.0,127.0,500.0,4.304,25.2
2017,39,1700,-8.24,500.0,28.0,500.0,4.657,283.2
2017,39,1800,-7.882,500.0,28.0,500.0,1.27,24.05
2017,39,1900,-8.15,500.0,28.0,500.0,4.587,334.5
2017,39,2000,-8.66,500.0,28.0,500.0,7.903,67.85
2017,39,2100,-8.63,500.0,28.0,500.0,3.599,26.94
2017,39,2200,-8.62,500.0,28.0,500.0,4.516,6.651
2017,39,2300,-8.77,500.0,28.0,500.0,13.69,99.5
2017,40,0,-8.67,500.0,28.0,500.0,20.25,17.82
2017,40,100,-8.65,500.0,28.0,500.0,10.3,16.47
2017,40,200,-8.47,500.0,28.0,500.0,8.82,0.192
2017,40,300,-8.36,500.0,28.0,500.0,10.65,344.6
2017,40,400,-8.29,500.0,28.0,500.0,8.33,67.45
2017,40,500,-8.28,500.0,28.0,500.0,1.623,325.7
2017,40,600,-8.14,500.0,28.0,500.0,18.2,354.1
2017,40,700,-8.08,500.0,28.0,500.0,6.209,0.192
2017,40,800,-8.03,500.0,28.0,500.0,1.27,68.85
2017,40,900,-7.524,500.0,28.0,500.0,14.32,35.33
2017,40,1000,-7.232,500.0,28.0,500.0,7.479,323.7
2017,40,1100,-7.003,500.0,28.0,500.0,12.14,39.17
2017,40,1200,-6.515,500.0,28.0,500.0,6.562,3.024
2017,40,1300,-6.216,500.0,28.0,500.0,3.81,24.7
2017,40,1400,-6.077,500.0,28.0,500.0,6.139,20.06
2017,40,1500,-5.258,500.0,28.0,500.0,4.869,35.13
2017,40,1600,-5.563,500.0,24.0,500.0,7.479,27.14
2017,40,1700,-5.448,500.0,24.0,500.0,10.87,30.81
2017,40,1800,-3.74,500.0,24.0,500.0,3.387,163.3
2017,40,1900,-1.9,500.0,34.0,500.0,2.187,19.15
2017,40,2000,-0.793,500.0,24.0,500.0,0.0,353.6
2017,40,2100,-0.314,500.0,24.0,500.0,4.163,87.5
2017,40,2200,-0.125,500.0,24.0,500.0,1.694,189.6
2017,40,2300,-0.05,500.0,24.0,500.0,2.47,274.4
2017,41,0,0.068,500.0,24.0,500.0,0.0,47.82
2017,41,100,0.165,500.0,24.0,500.0,2.964,72.19
2017,41,200,0.294,500.0,24.0,500.0,2.752,60.05
2017,41,300,0.308,500.0,24.0,500.0,1.764,196.6
2017,41,400,0.785,500.0,24.0,500.0,0.0,85.5
2017,41,500,0.668,500.0,24.0,500.0,2.258,264.8
2017,41,600,0.391,500.0,24.0,500.0,4.798,65.99
2017,41,700,0.051,500.0,24.0,500.0,1.2,332.7
2017,41,800,0.307,500.0,24.0,500.0,6.915,304.9
2017,41,900,1.719,500.0,34.0,500.0,3.246,116.3
2017,41,1000,2.066,500.0,23.0,500.0,3.458,144.6
2017,41,1100,2.585,500.0,33.0,500.0,6.774,161.6
2017,41,1200,2.777,500.0,23.0,500.0,6.844,166.1
2017,41,1300,2.94,500.0,23.0,500.0,11.29,206.7
2017,41,1400,2.26,500.0,33.0,500.0,9.46,277.0
2017,41,1500,2.06,500.0,23.0,500.0,7.056,213.5
2017,41,1600,1.831,500.0,23.0,500.0,3.881,70.47
2017,41,1700,1.7,500.0,23.0,500.0,11.85,239.8
2017,41,1800,1.163,500.0,33.0,500.0,8.68,222.7
2017,41,1900,0.213,500.0,28.0,500.0,12.0,255.9
2017,41,2000,0.002,500.0,128.0,500.0,3.316,281.4
2017,41,2100,-0.066,500.0,28.0,500.0,1.623,301.0
2017,41,2200,-0.114,500.0,28.0,500.0,3.034,96.2
2017,41,2300,-0.174,500.0,24.0,500.0,2.046,84.7
2017,42,0,-0.288,500.0,24.0,500.0,4.657,91.9
2017,42,100,-0.415,500.0,24.0,500.0,0.0,26.67
2017,42,200,-0.495,500.0,24.0,500.0,4.163,122.6
2017,42,300,-0.572,500.0,24.0,500.0,3.599,115.2
2017,42,400,-0.467,500.0,24.0,500.0,1.341,88.4
2017,42,500,-0.368,500.0,24.0,500.0,1.411,63.75
2017,42,600,-0.657,500.0,24.0,500.0,0.0,343.3
2017,42,700,-0.849,500.0,24.0,500.0,0.0,17.89
2017,42,800,-0.9,500.0,24.0,500.0,0.0,318.0
2017,42,900,-0.227,500.0,24.0,500.0,0.0,340.8
2017,42,1000,0.54,500.0,33.0,500.0,1.764,165.3
2017,42,1100,1.318,500.0,33.0,500.0,3.034,90.2
2017,42,1200,2.287,500.0,23.0,500.0,0.0,16.54
2017,42,1300,4.478,500.0,33.0,500.0,13.05,174.4
2017,42,1400,3.147,500.0,33.0,500.0,4.445,141.3
2017,42,1500,2.537,500.0,34.0,500.0,3.528,118.5
2017,42,1600,1.657,500.0,24.0,500.0,1.694,68.3
2017,42,1700,0.804,500.0,23.0,500.0,0.0,86.6
2017,42,1800,0.376,500.0,23.0,500.0,0.0,66.93
2017,42,1900,0.116,500.0,23.0,500.0,1.129,329.4
2017,42,2000,-0.027,500.0,23.0,500.0,0.0,319.8
2017,42,2100,-0.041,500.0,24.0,500.0,0.0,338.4
2017,42,2200,-0.042,500.0,24.0,500.0,0.0,24.99
2017,42,2300,-0.137,500.0,24.0,500.0,0.0,25.18
2017,43,0,-0.046,500.0,24.0,500.0,2.47,307.9
2017,43,100,-0.005,500.0,24.0,500.0,0.0,71.5
2017,43,200,0.007,500.0,24.0,500.0,0.0,64.21
2017,43,300,0.096,500.0,24.0,500.0,0.0,338.5
2017,43,400,0.056,500.0,24.0,500.0,0.635,47.57
2017,43,500,-0.225,500.0,24.0,500.0,1.552,28.63
2017,43,600,-0.507,500.0,24.0,500.0,1.2,75.68
2017,43,700,-0.97,500.0,24.0,500.0,1.835,17.48
2017,43,800,-1.412,500.0,24.0,500.0,4.234,47.68
2017,43,900,0.136,500.0,24.0,500.0,7.903,85.0
2017,43,1000,1.929,500.0,34.0,500.0,3.175,30.87
2017,43,1100,3.787,500.0,33.0,500.0,0.0,15.28
2017,43,1200,4.387,500.0,23.0,500.0,0.282,147.0
2017,43,1300,5.279,500.0,33.0,500.0,2.117,78.59
2017,43,1400,5.786,500.0,33.0,500.0,1.694,39.98
2017,43,1500,6.045,500.0,33.0,500.0,1.552,124.2
2017,43,1600,5.436,500.0,33.0,500.0,0.0,307.9
2017,43,1700,3.406,500.0,33.0,500.0,1.694,314.8
2017,43,1800,1.975,500.0,24.0,500.0,1.059,326.9
2017,43,1900,1.383,500.0,24.0,500.0,3.528,38.93
2017,43,2000,1.144,500.0,24.0,500.0,2.893,29.24
2017,43,2100,1.113,500.0,24.0,500.0,0.071,14.05
2017,43,2200,0.534,500.0,24.0,500.0,1.129,71.45
